gene	transcript	n_cds_exons	dead_10x_n	dead_10x_exons	dead_20x_n	dead_20x_exons	dead_30x_n	dead_30x_exons
ATP2A2	ENST00000539276	20	0		0		0	
ATP2B1	ENST00000428670	20	2	10,13	3	10,13,21	10	2,4,6,8,10-11,13,16,18,21
ATP2B2	ENST00000360273	22	0		0		0	
ATP2B3	ENST00000263519	20	0		0		3	9,17,22
ATP2B4	ENST00000357681	20	0		4	4-5,16,21	5	2,4-5,16,21
ATP2C1	ENST00000510168	27	0		0		0	
ATP2C2	ENST00000262429	27	0		0		3	21,24,26
ATP4A	ENST00000262623	22	0		0		2	13-14
ATP5F1A	ENST00000398752	12	0		0		3	3,6-7
ATP5F1B	ENST00000262030	10	0		0		0	
ATP5F1D	ENST00000215375	4	0		1	1	1	1
ATP5F1E	ENST00000243997	2	0		0		0	
ATP5MC3	ENST00000284727	4	0		0		1	4
ATP5MK	ENST00000369815	2	0		0		0	
ATP5PB	ENST00000369722	7	0		1	6	4	1,3-4,6
ATP5PO	ENST00000290299	7	0		0		1	7
ATP6AP1	ENST00000369762	10	0		1	1	2	1,4
ATP6AP2	ENST00000636580	9	0		0		0	
ATP6V0A1	ENST00000343619	21	1	6	1	6	4	6,11,13,15
ATP6V0A2	ENST00000330342	20	0		0		0	
ATP6V0A4	ENST00000310018	20	0		0		0	
ATP6V0C	ENST00000330398	3	0		0		1	3
ATP6V0D2	ENST00000285393	8	0		1	8	4	2-3,6,8
ATP6V1A	ENST00000273398	14	0		0		0	
ATP6V1B1	ENST00000234396	14	0		0		0	
ATP6V1B2	ENST00000276390	14	0		0		2	1,13
ATP6V1C1	ENST00000518738	12	0		1	5	6	2,5,8,11-13
ATP6V1C2	ENST00000272238	13	1	10	1	10	1	10
ATP6V1E1	ENST00000253413	9	0		0		0	
ATP7A	ENST00000341514	22	0		0		2	3-4
ATP7B	ENST00000242839	21	0		0		0	
ATP8A2	ENST00000381655	37	1	1	4	1,25-27	7	1,10,12,25-28
ATP8B1	ENST00000648908	27	0		0		0	
ATP9A	ENST00000338821	28	2	5,25	5	1-2,5,21,25	6	1-2,5,12,21,25
ATPAF2	ENST00000474627	8	0		0		0	
ATR	ENST00000350721	47	0		0		1	30
ATRIP	ENST00000320211	13	0		1	1	2	1,3
ATRX	ENST00000373344	35	0		0		4	9,18,21,29
ATXN1	ENST00000436367	2	0		0		0	
ATXN10	ENST00000252934	12	0		0		0	
ATXN2	ENST00000673436	25	0		1	1	9	1,4-5,7,9,15,17,22,24
ATXN2L	ENST00000336783	22	1	1	3	1,16,22	5	1,6,13,16,22
ATXN3	ENST00000644486	11	0		0		1	11
ATXN7	ENST00000674280	11	1	3	1	3	1	3
ATXN7L3	ENST00000587097	12	0		0		1	11
AUH	ENST00000375731	10	0		1	1	1	1
AURKA	ENST00000395915	8	0		0		0	
AURKC	ENST00000302804	7	0		0		0	
AUTS2	ENST00000342771	19	1	1	2	1,19	3	1,7,19
AVIL	ENST00000549994	19	0		0		0	
AVP	ENST00000380293	3	1	3	1	3	2	2-3
AVPR1A	ENST00000299178	2	0		0		1	2
AVPR2	ENST00000646375	3	0		0		0	
AXIN1	ENST00000262320	10	0		1	2	1	2
AXIN2	ENST00000307078	10	0		0		1	2
AXL	ENST00000301178	20	1	15	1	15	4	4,6,15-16
B2M	ENST00000648006	3	0		0		0	
B3GALNT1	ENST00000320474	1	0		0		0	
B3GALNT2	ENST00000366600	12	1	1	2	1,8	2	1,8
B3GALT6	ENST00000379198	1	1	1	1	1	1	1
B3GAT3	ENST00000265471	5	0		0		0	
B3GLCT	ENST00000343307	15	0		1	1	1	1
B3GNT2	ENST00000301998	1	0		0		1	2
B4GALNT1	ENST00000341156	10	0		1	2	2	2,7
B4GALNT2	ENST00000393354	11	0		0		2	1,8
B4GALT1	ENST00000379731	6	0		0		1	1
B4GALT7	ENST00000029410	6	0		0		1	1
B4GAT1	ENST00000311181	2	0		1	1	1	1
B9D1	ENST00000261499	7	0		0		0	
B9D2	ENST00000243578	3	0		1	4	1	4
BAAT	ENST00000259407	3	0		2	2,4	2	2,4
BACH2	ENST00000257749	4	0		0		0	
BAG3	ENST00000369085	4	0		0		0	
BAG5	ENST00000299204	1	0		0		0	
BANF1	ENST00000312175	2	0		0		0	
BANK1	ENST00000322953	16	0		3	2,9-10	8	2,4,6-7,9-10,12,15
BAP1	ENST00000460680	17	0		0		0	
BARD1	ENST00000260947	11	0		0		0	
BAX	ENST00000345358	6	1	1	2	1,5	3	1,3,5
BAZ1A	ENST00000360310	26	0		3	3,17-18	11	3-4,7,15,17-19,21,24,26-27
BAZ1B	ENST00000339594	19	0		1	13	7	1,5,7-8,13,17,19
BAZ2B	ENST00000392783	35	0		4	5,27,29,37	18	3-6,8-10,14,22,25,27-31,33,36-37
BBIP1	ENST00000448814	3	0		0		1	4
BBS1	ENST00000318312	17	0		0		0	
BBS10	ENST00000650064	2	0		0		0	
BBS12	ENST00000314218	1	0		0		0	
BBS2	ENST00000245157	17	0		0		0	
BBS4	ENST00000268057	16	0		0		0	
BBS5	ENST00000295240	12	0		0		0	
BBS7	ENST00000264499	19	0		0		0	
BBS9	ENST00000242067	22	0		0		0	
BCAM	ENST00000270233	15	0		1	14	2	1,14
BCAP31	ENST00000345046	7	0		0		0	
BCAS3	ENST00000407086	23	0		1	23	7	5,8,14-16,21,23
BCAT1	ENST00000261192	11	0		0		3	5-6,9
BCAT2	ENST00000316273	11	0		0		0	
BCHE	ENST00000264381	3	0		0		0	
BCKDHA	ENST00000269980	9	0		0		1	9
BCKDHB	ENST00000320393	10	0		0		0	
BCKDK	ENST00000219794	11	0		0		1	2
BCL10	ENST00000648566	3	0		1	3	1	3
BCL11A	ENST00000642384	4	0		0		2	2,4
BCL11B	ENST00000357195	4	0		1	4	2	2,4
BCL2	ENST00000333681	2	0		1	2	1	2
BCL3	ENST00000164227	9	1	1	2	1,3	3	1,3,7
BCL6	ENST00000406870	8	0		1	5	1	5
BCL7A	ENST00000261822	6	0		0		1	1
BCL9	ENST00000234739	7	0		0		2	9-10
BCL9L	ENST00000683865	8	0		1	4	4	4,8-10
BCO1	ENST00000258168	11	0		0		0	
BCOR	ENST00000378444	14	0		1	8	1	8
BCORL1	ENST00000540052	13	1	8	1	8	4	2,7-8,14
BCR	ENST00000305877	23	1	1	1	1	1	1
BCS1L	ENST00000359273	7	0		0		0	
BDH1	ENST00000392379	6	1	8	1	8	5	3,5-8
BDP1	ENST00000358731	39	18	1-2,5-6,10-12,15-19,22,24-25,29,31,34	38	1-31,33-39	39	1-39
BEAN1	ENST00000536005	4	0		1	5	1	5
BEST1	ENST00000378043	10	0		0		0	
BET1	ENST00000222547	4	0		0		0	
BFSP1	ENST00000377873	8	1	1	1	1	1	1
BFSP2	ENST00000302334	7	0		0		0	
BGN	ENST00000331595	7	0		0		0	
BHLHA9	ENST00000391429	1	1	1	1	1	1	1
BHLHE22	ENST00000321870	1	1	1	1	1	1	1
BHLHE41	ENST00000242728	5	1	5	1	5	1	5
BICC1	ENST00000373886	21	0		1	7	12	1,4-5,7-8,10-12,14-15,17-18
BICD2	ENST00000356884	7	0		0		1	5
BICRA	ENST00000594866	13	1	12	3	6,8,12	4	6,8-9,12
BIK	ENST00000216115	4	0		0		0	
BIN1	ENST00000316724	19	0		0		0	
BLK	ENST00000259089	12	0		0		0	
BLM	ENST00000355112	21	0		3	3,7,15	3	3,7,15
BLNK	ENST00000224337	17	0		0		0	
BLOC1S1	ENST00000548925	4	0		0		1	1
BLOC1S3	ENST00000433642	1	0		1	2	1	2
BLOC1S5	ENST00000397457	5	0		0		2	3,5
BLOC1S6	ENST00000220531	5	0		0		0	
BLTP1	ENST00000679879	86	0		5	29,53,68,74,80	41	4,7-9,11,16,18,23,25-27,29,31,33,37-40,44-48,50,52-53,57,59,62-63,68-69,72,74,78-81,83,85,87
BLVRA	ENST00000265523	7	0		0		0	
BMP1	ENST00000306349	16	0		0		0	
BMP1	ENST00000306385	20	0		1	1	1	1
BMP10	ENST00000295379	2	0		1	1	2	1-2
BMP15	ENST00000252677	2	0		1	2	1	2
BMP2	ENST00000378827	2	0		0		2	2-3
BMP3	ENST00000282701	3	0		1	3	3	1-3
BMP4	ENST00000245451	2	0		0		0	
BMP5	ENST00000370830	7	0		0		0	
BMP6	ENST00000283147	7	1	1	1	1	1	1
BMP7	ENST00000395863	7	0		0		0	
BMPER	ENST00000649409	15	0		0		0	
BMPR1A	ENST00000372037	11	0		0		0	
BMPR1B	ENST00000515059	10	0		0		0	
BMPR2	ENST00000374580	13	0		0		0	
BMS1	ENST00000374518	22	1	6	2	6,20	6	3,6,8-9,20-21
BNC1	ENST00000345382	5	1	1	1	1	3	1,3-4
BNC2	ENST00000380672	7	0		1	7	1	7
BNIP1	ENST00000351486	6	0		1	2	2	2,6
BOD1	ENST00000311086	3	0		0		0	
BOLA3	ENST00000327428	4	0		0		0	
BORCS5	ENST00000314565	4	1	3	1	3	1	3
BORCS8	ENST00000462790	5	0		0		0	
BPGM	ENST00000344924	2	0		0		1	2
BPIFC	ENST00000300399	15	0		1	12	3	5,10,12
BPNT2	ENST00000262644	5	0		1	1	1	1
BPTF	ENST00000306378	28	2	1,24	5	1,4,11,16,24	12	1-2,4-6,9-11,16,24-25,27
BRAF	ENST00000644969	20	1	10	1	10	1	10
BRAF	ENST00000646891	18	1	1	1	1	1	1
BRAP	ENST00000419234	12	1	4	1	4	3	4,9,12
BRAT1	ENST00000340611	13	1	6	3	5-6,11	5	4-6,11-12
BRCA1	ENST00000357654	22	0		0		0	
BRCA2	ENST00000380152	26	0		0		1	10
BRCC3	ENST00000330045	10	2	2,9	3	2,9-10	5	2,4,8-10
BRD4	ENST00000679869	19	1	14	4	2,5,8,14	7	2,5-6,8,10,14,19
BRDT	ENST00000399546	18	1	16	5	5-6,9,16,19	11	2-3,5-6,8-10,15-16,18-19
BRF1	ENST00000547530	18	1	1	1	1	1	1
BRIP1	ENST00000259008	19	0		0		0	
BRPF1	ENST00000383829	13	0		0		3	2,9,13
BRSK2	ENST00000528841	20	1	1	1	1	1	1
BRWD1	ENST00000342449	41	2	1,41	2	1,41	16	1,3,5,7,14,18,20-21,23,30-32,36-37,40-41
BRWD3	ENST00000373275	41	0		0		5	8,12,14,34,41
BSCL2	ENST00000360796	11	0		1	2	1	2
BSG	ENST00000333511	8	0		0		1	3
BSN	ENST00000296452	10	1	1	2	1-2	4	1-3,6
BSND	ENST00000651561	4	0		0		0	
BTD	ENST00000643237	3	0		0		0	
BTG4	ENST00000692032	4	0		0		2	4-5
BTK	ENST00000308731	18	0		0		0	
BTNL2	ENST00000454136	7	7	1-7	7	1-7	7	1-7
BUB1	ENST00000302759	25	0		2	4,25	9	3-4,8,16,20-23,25
BUB1B	ENST00000287598	23	0		0		0	
BUB3	ENST00000368865	7	0		1	5	3	4-6
BUD13	ENST00000260210	10	0		0		2	4,8
C10orf71	ENST00000374144	1	0		0		0	
C12orf57	ENST00000229281	3	0		0		0	
C14orf39	ENST00000321731	17	1	11	2	6,11	8	4-6,9,11-12,15-16
C16orf90	ENST00000437192	3	0		0		2	2-3
C18orf32	ENST00000318240	2	0		0		1	2
C19orf12	ENST00000323670	2	0		0		0	
C19orf44	ENST00000221671	7	1	5	1	5	4	2-3,5,7
C1GALT1C1	ENST00000304661	1	0		1	2	1	2
C1QA	ENST00000374642	2	0		0		0	
C1QB	ENST00000509305	2	0		0		0	
C1QBP	ENST00000225698	6	0		0		0	
C1QC	ENST00000374640	2	0		0		0	
C1QTNF5	ENST00000528368	2	0		0		0	
C1R	ENST00000647956	11	2	8-9	3	8-9,11	3	8-9,11
C1S	ENST00000360817	11	0		0		0	
C2	ENST00000299367	18	2	3,10	18	1-18	18	1-18
C2CD3	ENST00000334126	33	0		3	10-11,14	19	2-5,7-8,10-11,14,16-19,21,23-25,27,33
C2orf69	ENST00000319974	2	0		0		1	2
C3	ENST00000245907	41	0		0		0	
C3orf52	ENST00000264848	6	0		1	6	2	5-6
C4A	ENST00000428956	41	1	29	3	9,23,29	33	1-3,5-15,17-20,22-24,28-33,35-37,39-41
C4B	ENST00000435363	41	2	21,23	7	9,20-21,23-25,31	38	1-15,17-18,20-33,35-41
C5	ENST00000223642	41	0		0		1	12
C5orf47	ENST00000340147	4	1	1	1	1	2	1,3
C6	ENST00000337836	17	0		0		0	
C7	ENST00000313164	18	0		3	15,17-18	7	4,6,11-12,15,17-18
C8A	ENST00000361249	11	0		0		0	
C8B	ENST00000371237	12	0		0		0	
C9	ENST00000263408	11	0		0		0	
C9orf72	ENST00000380003	10	1	4	2	2,4	4	2,4,8,11
CA12	ENST00000178638	11	0		0		0	
CA2	ENST00000285379	7	0		0		0	
CA4	ENST00000300900	8	0		0		0	
CA5A	ENST00000649794	7	0		0		0	
CA8	ENST00000317995	8	0		0		0	
CABIN1	ENST00000263119	36	0		0		0	
CABP2	ENST00000294288	7	0		0		1	2
CABP4	ENST00000325656	6	0		0		0	
CACNA1A	ENST00000360228	47	0		1	47	1	47
CACNA1A	ENST00000638009	47	2	35,47	6	1,6,19,35,45,47	13	1,6,16,19-20,24,26-28,35,41,45,47
CACNA1B	ENST00000371372	47	4	1,19,30-31	5	1,19,30-31,47	6	1,19,30-31,46-47
CACNA1C	ENST00000399603	47	0		0		0	
CACNA1C	ENST00000399655	47	0		3	2,42,47	7	2,4,32,35,42,46-47
CACNA1D	ENST00000288139	49	0		0		0	
CACNA1D	ENST00000350061	48	0		0		0	
CACNA1E	ENST00000367573	48	1	39	1	39	5	7,20-21,31,39
CACNA1F	ENST00000323022	48	0		0		0	
CACNA1G	ENST00000359106	38	1	33	3	6,9,33	5	6,9,11,33,37
CACNA1H	ENST00000348261	34	1	2	2	2,10	6	2,10,17,27,34-35
CACNA1I	ENST00000402142	37	2	32,37	2	32,37	6	8,10,28,31-32,37
CACNA1S	ENST00000362061	44	0		0		0	
CACNA2D1	ENST00000356860	39	0		0		1	14
CACNA2D2	ENST00000424201	38	1	1	1	1	1	1
CACNA2D4	ENST00000382722	38	0		0		1	8
CACNB2	ENST00000324631	14	0		0		0	
CACNB2	ENST00000377329	13	0		0		0	
CACNB4	ENST00000539935	14	0		0		2	11,14
CACNG2	ENST00000300105	4	0		0		0	
CAD	ENST00000264705	44	1	38	3	4,9,38	8	4,9,11,23,31,37-38,40
CADM1	ENST00000331581	12	0		0		0	
CADM3	ENST00000368125	9	0		1	1	2	1,7
CALCR	ENST00000426151	12	0		0		6	4,6-7,9,12,14
CALCRL	ENST00000392370	12	0		0		3	7,9,11
CALM1	ENST00000356978	6	0		0		0	
CALM2	ENST00000272298	6	0		0		0	
CALM3	ENST00000291295	6	0		0		2	1,5
CALR	ENST00000316448	9	0		0		0	
CAMK2A	ENST00000671881	19	1	1	2	1,9	2	1,9
CAMK2B	ENST00000395749	23	0		2	1,19	3	1,19-20
CAMK2D	ENST00000511664	20	0		0		2	10,19
CAMK2G	ENST00000423381	22	1	13	2	1,13	3	1,13,21
CAMK4	ENST00000282356	11	0		1	11	6	2,4,7-9,11
CAMLG	ENST00000297156	4	1	2	1	2	3	2-4
CAMSAP1	ENST00000389532	17	1	1	2	1,8	4	1,6,8,17
CAMTA1	ENST00000303635	23	3	1,10,19	3	1,10,19	5	1,10,15,17,19
CANT1	ENST00000392446	3	0		0		0	
CAP2	ENST00000229922	12	0		0		2	8,12
CAPN1	ENST00000279247	21	0		0		1	2
CAPN10	ENST00000391984	12	0		1	9	3	1,9-10
CAPN15	ENST00000219611	11	1	8	1	8	2	8,14
CAPN3	ENST00000397163	24	0		0		0	
CAPN5	ENST00000648180	12	0		0		1	11
CAPNS1	ENST00000246533	10	1	2	4	2-3,10-11	4	2-3,10-11
CAPRIN1	ENST00000341394	18	0		0		3	11,16-17
CAPS2	ENST00000699294	16	1	17	2	8,17	7	5-8,14-15,17
CAPZA2	ENST00000361183	10	0		0		0	
CARD10	ENST00000251973	20	0		1	8	3	8-9,20
CARD11	ENST00000396946	24	1	10	2	3,10	3	3,10,16
CARD14	ENST00000648509	20	3	7,12,20	3	7,12,20	3	7,12,20
CARD8	ENST00000651546	11	0		0		2	5,11
CARD9	ENST00000371732	12	0		0		0	
CARMIL2	ENST00000334583	38	1	29	3	14-15,29	5	13-15,29,38
CARS1	ENST00000380525	23	0		4	3,8,12,16	18	2-16,20,22-23
CARS2	ENST00000257347	15	1	1	2	1-2	2	1-2
CARTPT	ENST00000296777	3	0		0		0	
CASK	ENST00000378163	27	1	7	2	7,21	3	7,9,21
CASP10	ENST00000286186	9	0		0		0	
CASP14	ENST00000427043	6	0		0		0	
CASP2	ENST00000310447	11	0		0		0	
CASP8	ENST00000673742	8	0		0		0	
CASQ1	ENST00000368078	11	0		0		0	
CASQ2	ENST00000261448	11	0		0		0	
CASR	ENST00000639785	6	0		0		0	
CAST	ENST00000675179	31	1	1	1	1	4	1,11,14,22
CASZ1	ENST00000377022	18	2	10,21	2	10,21	5	5,10-12,21
CAT	ENST00000241052	13	0		0		0	
CATIP	ENST00000289388	10	0		0		0	
CATSPER1	ENST00000312106	12	0		0		0	
CATSPERT	ENST00000439140	16	0		0		6	2,9,11,13,15-16
CAV1	ENST00000341049	3	0		0		0	
CAV2	ENST00000222693	3	0		0		1	3
CAV3	ENST00000343849	2	0		0		0	
CAVIN1	ENST00000357037	2	0		0		0	
CBFB	ENST00000412916	6	0		0		0	
CBL	ENST00000264033	16	0		0		0	
CBLB	ENST00000394030	18	0		0		0	
CBLIF	ENST00000257248	9	0		0		0	
CBS	ENST00000398165	15	0		1	3	2	3,6
CBX1	ENST00000225603	4	0		0		1	5
CBX2	ENST00000310942	5	0		1	1	1	1
CBY1	ENST00000216029	4	0		0		0	
CC2D1A	ENST00000318003	29	0		1	2	3	2,9,29
CC2D2A	ENST00000424120	36	1	37	2	9,37	15	9-10,12-13,16-18,20,29,31-34,36-37
CCBE1	ENST00000439986	11	0		0		0	
CCDC120	ENST00000603986	10	1	6	3	6,8,11	6	3,5-6,8,10-11
CCDC134	ENST00000255784	6	0		0		0	
CCDC141	ENST00000443758	24	0		1	15	11	3-8,11,15-16,23-24
CCDC146	ENST00000285871	18	0		0		2	9,11
CCDC158	ENST00000682701	23	0		0		5	4,6,12,14,23
CCDC174	ENST00000383794	11	2	3,6	2	3,6	5	3,5-7,11
CCDC22	ENST00000376227	17	0		1	7	2	2,7
CCDC28B	ENST00000373602	5	0		1	3	1	3
CCDC32	ENST00000416810	3	0		0		0	
CCDC34	ENST00000328697	6	0		1	1	2	1,5
CCDC39	ENST00000476379	20	0		3	10,17-18	7	4,7,10,13,17-19
CCDC40	ENST00000397545	20	0		0		0	
CCDC47	ENST00000225726	12	1	11	3	7,11-12	6	2-4,7,11-12
CCDC50	ENST00000392455	12	0		0		0	
CCDC62	ENST00000253079	12	1	1	1	1	3	1-2,5
CCDC78	ENST00000345165	14	0		1	10	1	10
CCDC8	ENST00000307522	1	0		0		0	
CCDC82	ENST00000646818	7	0		0		4	4-5,7,9
CCDC88A	ENST00000436346	32	0		4	15,18,20,22	16	8,10-16,18-23,27,30
CCDC88C	ENST00000389857	30	0		2	28-29	7	1,13,15,18,28-30
CCDC91	ENST00000536442	12	0		0		3	4-5,13
CCIN	ENST00000335119	1	0		0		0	
CCL11	ENST00000305869	3	0		0		1	3
CCL2	ENST00000225831	3	0		0		1	3
CCL3	ENST00000613922	3	0		1	1	2	1-2
CCL5	ENST00000605140	3	0		0		1	2
CCM2	ENST00000258781	10	0		0		1	1
CCN2	ENST00000367976	5	1	2	2	1-2	2	1-2
CCN6	ENST00000368666	5	0		0		0	
CCNA2	ENST00000274026	8	0		0		2	3,5
CCND1	ENST00000227507	5	1	5	1	5	1	5
CCND2	ENST00000261254	5	0		0		0	
CCNF	ENST00000397066	17	1	1	1	1	2	1,17
CCNK	ENST00000389879	10	1	11	1	11	2	4,11
CCNO	ENST00000282572	3	0		0		1	3
CCNQ	ENST00000576892	5	1	1	1	1	1	1
CCP110	ENST00000694978	13	0		0		4	2,4,6,9
CCR2	ENST00000445132	1	0		0		0	
CCR5	ENST00000292303	1	0		0		1	2
CCT2	ENST00000299300	16	0		0		3	9,15-16
CCT3	ENST00000295688	14	0		1	1	2	1,11
CCT4	ENST00000394440	14	0		0		1	8
CCT5	ENST00000280326	11	0		0		0	
CCT6A	ENST00000275603	14	1	6	1	6	5	4,6-8,11
CCT7	ENST00000258091	12	0		0		1	8
CCT8	ENST00000286788	15	0		0		2	3,8
CD151	ENST00000397420	7	1	3	1	3	1	3
CD164	ENST00000310786	6	0		0		0	
CD19	ENST00000538922	14	0		0		0	
CD207	ENST00000410009	6	1	3	1	3	3	3-4,6
CD209	ENST00000315599	7	0		0		0	
CD244	ENST00000368034	9	0		0		1	2
CD247	ENST00000362089	8	0		0		0	
CD27	ENST00000266557	6	0		0		1	6
CD274	ENST00000381577	6	0		1	3	1	3
CD28	ENST00000324106	4	0		1	2	1	2
CD2AP	ENST00000359314	18	0		0		0	
CD320	ENST00000301458	5	0		0		0	
CD36	ENST00000447544	12	0		0		0	
CD3D	ENST00000300692	5	0		0		0	
CD3E	ENST00000361763	8	0		0		0	
CD3G	ENST00000532917	6	0		0		0	
CD4	ENST00000011653	9	0		0		0	
CD40	ENST00000372285	9	0		0		0	
CD40LG	ENST00000370629	5	0		0		2	2,5
CD44	ENST00000428726	18	0		0		1	3
CD46	ENST00000367042	12	0		0		0	
CD55	ENST00000367064	10	0		2	3,6	3	2-3,6
CD59	ENST00000642928	3	0		0		0	
CD70	ENST00000245903	3	0		0		1	3
CD79A	ENST00000221972	5	0		0		0	
CD79B	ENST00000006750	6	0		0		0	
CD81	ENST00000263645	8	0		1	1	1	1
CD8A	ENST00000283635	6	0		1	3	1	3
CD96	ENST00000352690	14	0		0		0	
CDAN1	ENST00000356231	28	0		1	2	2	1-2
CDC14A	ENST00000336454	16	1	6	2	6,11	4	2,6,11,15
CDC20	ENST00000310955	10	0		0		0	
CDC40	ENST00000307731	15	0		0		4	4-5,7,14
CDC42	ENST00000656825	5	0		1	4	1	4
CDC42BPB	ENST00000361246	37	1	25	2	1,25	4	1,10,25,35
CDC45	ENST00000263201	18	0		0		2	14-15
CDC6	ENST00000209728	11	0		0		0	
CDC73	ENST00000367435	17	0		0		0	
CDCA7	ENST00000306721	10	0		0		1	1
CDH1	ENST00000261769	16	0		0		0	
CDH11	ENST00000268603	11	0		0		5	4,6-8,13
CDH15	ENST00000289746	14	0		0		1	2
CDH2	ENST00000269141	16	0		1	1	7	1-2,5-6,10-12
CDH23	ENST00000224721	69	0		3	7,48,70	10	7,16,38,41,48,50-51,56,61,70
CDH3	ENST00000264012	16	0		0		1	13
CDH4	ENST00000614565	16	1	12	4	1,8,10,12	9	1,6,8-13,16
CDHR1	ENST00000623527	17	0		0		0	
CDIN1	ENST00000566621	11	0		0		1	10
CDK10	ENST00000353379	13	0		0		0	
CDK13	ENST00000181839	14	1	1	3	1-2,14	6	1-2,5,10-11,14
CDK16	ENST00000357227	15	0		0		1	8
CDK19	ENST00000368911	13	0		1	12	3	5,7,12
CDK20	ENST00000325303	8	1	8	1	8	1	8
CDK4	ENST00000257904	7	0		0		0	
CDK5	ENST00000485972	12	0		0		0	
CDK5RAP2	ENST00000349780	38	0		0		0	
CDK6	ENST00000424848	7	0		0		3	2,4-5
CDK8	ENST00000381527	13	0		0		3	6-8
CDK9	ENST00000373264	7	0		0		0	
CDKL5	ENST00000623535	17	0		0		2	12,18
CDKN1B	ENST00000228872	2	0		0		0	
CDKN1C	ENST00000440480	2	1	2	2	2-3	2	2-3
CDKN2A	ENST00000304494	3	0		0		0	
CDKN2A	ENST00000579755	2	0		0		0	
CDKN2B	ENST00000276925	2	0		0		0	
CDO1	ENST00000250535	5	0		1	4	2	3-4
CDON	ENST00000531738	19	0		0		0	
CDSN	ENST00000376288	2	2	1-2	2	1-2	2	1-2
CDT1	ENST00000301019	10	1	1	1	1	1	1
CEACAM16	ENST00000587331	6	0		1	3	4	3-6
CEACAM3	ENST00000357396	7	0		0		1	2
CEACAM6	ENST00000199764	5	0		0		3	2-4
CEBPA	ENST00000498907	1	1	1	1	1	1	1
CEBPE	ENST00000206513	2	0		0		0	
CEL	ENST00000372080	11	1	11	1	11	1	11
CELA2A	ENST00000359621	8	0		0		0	
CELF2	ENST00000633077	13	1	9	2	7,9	3	1,7,9
CELF4	ENST00000420428	12	0		1	8	4	1-2,7-8
CELSR1	ENST00000674500	35	1	1	1	1	4	1-2,12-13
CELSR3	ENST00000164024	35	2	3,6	3	2-3,6	4	2-3,6,34
CENATAC	ENST00000334418	11	0		0		1	9
CENPE	ENST00000265148	49	1	3	6	3,22,24,27,36,42	27	3,11-14,18,20,22-24,26-34,36-38,40,42-43,47-48
CENPF	ENST00000366955	19	0		0		8	3,6-7,15-19
CENPI	ENST00000682095	20	1	16	4	5,11,16-17	13	3-5,7,9-14,16-18
CENPT	ENST00000562787	13	0		0		2	10,14
CEP104	ENST00000378230	21	0		1	14	1	14
CEP112	ENST00000535342	26	1	10	1	10	7	2-4,10-11,13,20
CEP120	ENST00000306467	20	0		1	12	8	4-5,9-12,19-20
CEP131	ENST00000450824	25	2	3,12	2	3,12	2	3,12
CEP135	ENST00000257287	24	0		1	3	12	2-5,8,10-13,17,21-22
CEP152	ENST00000380950	26	0		1	20	2	20,22
CEP164	ENST00000278935	31	0		1	27	4	6,8-9,27
CEP19	ENST00000409690	2	0		0		1	3
CEP250	ENST00000397527	32	0		2	4,26	3	4,13,26
CEP290	ENST00000552810	53	1	32	4	12,22,31-32	11	6,12-13,15,22,28,31-32,37-38,54
CEP295	ENST00000325212	29	0		2	12,21	11	7,9-10,12,16-18,21,23-25
CEP41	ENST00000223208	11	0		0		0	
CEP43	ENST00000366847	13	0		1	8	4	1,5,8,12
CEP55	ENST00000371485	8	1	8	2	6,8	5	3,5-6,8-9
CEP57	ENST00000325542	11	0		0		1	9
CEP63	ENST00000675561	14	0		0		0	
CEP78	ENST00000643273	17	0		1	16	5	1,5,13-14,16
CEP83	ENST00000397809	15	1	15	3	8,15-16	6	3,6-8,15-16
CEP85L	ENST00000368491	13	0		0		7	2,5-7,11-13
CEP89	ENST00000305768	19	1	1	2	1,4	3	1,4-5
CERKL	ENST00000410087	13	0		0		0	
CERS1	ENST00000623882	7	2	1,7	2	1,7	3	1,4,7
CERS3	ENST00000679737	10	0		1	11	2	9,11
CERT1	ENST00000643780	17	0		0		6	1-2,5,7,13,17
CES1	ENST00000360526	14	0		0		4	8-9,11-12
CETP	ENST00000200676	16	0		0		0	
CFAP206	ENST00000369562	12	0		0		5	5-6,8,10-11
CFAP221	ENST00000413369	23	1	4	1	4	4	2,4,8,18
CFAP251	ENST00000288912	21	0		1	3	4	2-3,8,11
CFAP276	ENST00000369948	5	0		0		0	
CFAP298	ENST00000290155	7	1	6	1	6	2	6-7
CFAP300	ENST00000434758	7	0		1	1	4	1,3-5
CFAP410	ENST00000339818	7	0		0		2	4,6
CFAP418	ENST00000286688	6	0		0		0	
CFAP43	ENST00000357060	38	1	17	1	17	11	2,4,6,8,14,17,23,34-36,38
CFAP44	ENST00000393845	34	2	17,23	8	5,7,12,16-17,23,27,33	21	3-5,7,9-10,12-13,15-19,21,23,26-28,33-35
CFAP45	ENST00000368099	12	0		0		0	
CFAP46	ENST00000368586	58	0		2	28,48	8	11,18,20,24,28,48,55,58
CFAP47	ENST00000378653	64	20	17-25,33,36-45	48	1,5-9,12,14,16-26,29-30,32-50,52,54,56,58-59,61-62,64	63	1-56,58-64
CFAP52	ENST00000352665	14	0		0		2	4,14
CFAP53	ENST00000398545	8	1	7	1	7	3	3-4,7
