gene	transcript	n_cds_exons	dead_10x_n	dead_10x_exons	dead_20x_n	dead_20x_exons	dead_30x_n	dead_30x_exons	cds_len	dead_10x_len	dead_10x_pct	dead_20x_len	dead_20x_pct	dead_30x_len	dead_30x_pct
ALDH1B1	ENST00000377698	1	0		0		0		1574	0	0.0	0	0.0	0	0.0
ALDH1L2	ENST00000258494	23	0		0		4	1,4,13,21	3232	0	0.0	0	0.0	551	17.0
ALDH2	ENST00000261733	13	0		1	10	2	5,10	1814	0	0.0	185	10.2	317	17.5
ALDH3A2	ENST00000176643	10	0		0		0		1658	0	0.0	0	0.0	0	0.0
ALDH4A1	ENST00000375341	15	0		0		1	1	1992	0	0.0	0	0.0	82	4.1
ALDH5A1	ENST00000357578	10	1	1	1	1	1	1	1808	374	20.7	374	20.7	374	20.7
ALDH6A1	ENST00000553458	12	0		0		0		1848	0	0.0	0	0.0	0	0.0
ALDH7A1	ENST00000409134	18	0		0		0		1980	0	0.0	0	0.0	0	0.0
ALDOA	ENST00000642816	9	0		0		0		1437	0	0.0	0	0.0	0	0.0
ALDOB	ENST00000647789	8	0		0		0		1255	0	0.0	0	0.0	0	0.0
ALG1	ENST00000262374	13	0		0		0		1655	0	0.0	0	0.0	0	0.0
ALG10	ENST00000266483	3	0		0		0		1482	0	0.0	0	0.0	0	0.0
ALG10B	ENST00000308742	3	0		0		0		1482	0	0.0	0	0.0	0	0.0
ALG11	ENST00000521508	4	0		1	4	1	4	1559	0	0.0	292	18.7	292	18.7
ALG12	ENST00000330817	9	0		0		0		1647	0	0.0	0	0.0	0	0.0
ALG13	ENST00000394780	27	2	24,26	6	10,18,23,24,26,27	23	2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,26,27	3954	452	11.4	1284	32.5	3645	92.2
ALG14	ENST00000370205	4	0		0		2	2,4	731	0	0.0	0	0.0	423	57.9
ALG2	ENST00000476832	2	0		0		1	2	1291	0	0.0	0	0.0	923	71.5
ALG3	ENST00000397676	9	0		1	9	1	9	1497	0	0.0	183	12.2	183	12.2
ALG5	ENST00000239891	10	0		0		1	8	1175	0	0.0	0	0.0	172	14.6
ALG6	ENST00000263440	14	0		0		0		1804	0	0.0	0	0.0	0	0.0
ALG8	ENST00000299626	13	0		0		0		1841	0	0.0	0	0.0	0	0.0
ALG9	ENST00000616540	15	0		0		2	1,3	2157	0	0.0	0	0.0	306	14.2
ALK	ENST00000389048	29	0		1	29	1	29	5443	0	0.0	719	13.2	719	13.2
ALKBH2	ENST00000429722	3	0		0		1	4	846	0	0.0	0	0.0	327	38.7
ALKBH8	ENST00000428149	11	0		0		4	2,4,5,12	2215	0	0.0	0	0.0	995	44.9
ALMS1	ENST00000613296	23	0		0		1	5	12967	0	0.0	0	0.0	493	3.8
ALOX12B	ENST00000647874	15	0		0		0		2406	0	0.0	0	0.0	0	0.0
ALOX15	ENST00000293761	14	0		0		0		2269	0	0.0	0	0.0	0	0.0
ALOX5	ENST00000374391	14	0		3	1,4,10	11	1,2,3,4,6,7,8,10,11,13,14	2305	0	0.0	512	22.2	1950	84.6
ALOX5AP	ENST00000380490	5	0		0		0		586	0	0.0	0	0.0	0	0.0
ALOXE3	ENST00000448843	15	0		0		1	9	2436	0	0.0	0	0.0	164	6.7
ALPG	ENST00000295453	11	0		1	8	2	1,8	1819	0	0.0	155	8.5	242	13.3
ALPI	ENST00000295463	11	0		0		0		1807	0	0.0	0	0.0	0	0.0
ALPK1	ENST00000650871	14	0		0		4	8,13,14,15	4015	0	0.0	0	0.0	696	17.3
ALPK3	ENST00000258888	14	0		1	1	5	1,5,6,8,14	5398	0	0.0	163	3.0	4112	76.2
ALPL	ENST00000374840	11	0		0		0		1795	0	0.0	0	0.0	0	0.0
ALS2	ENST00000264276	33	0		0		1	4	5634	0	0.0	0	0.0	958	17.0
ALX1	ENST00000316824	4	0		0		0		1061	0	0.0	0	0.0	0	0.0
ALX3	ENST00000647563	4	1	1	1	1	1	1	1112	297	26.7	297	26.7	297	26.7
ALX4	ENST00000652299	4	0		0		0		1316	0	0.0	0	0.0	0	0.0
AMACR	ENST00000335606	5	0		0		1	3	1249	0	0.0	0	0.0	181	14.5
AMBN	ENST00000322937	13	0		0		2	12,13	1604	0	0.0	0	0.0	631	39.3
AMBRA1	ENST00000683756	17	1	18	1	18	3	4,13,18	4237	514	12.1	514	12.1	927	21.9
AMELX	ENST00000380714	5	0		0		1	6	676	0	0.0	0	0.0	26	3.8
AMER1	ENST00000374869	1	0		0		0		3428	0	0.0	0	0.0	0	0.0
AMFR	ENST00000290649	14	1	1	1	1	3	1,3,9	2212	275	12.4	275	12.4	671	30.3
AMH	ENST00000221496	5	0		2	1,5	3	1,4,5	1783	0	0.0	1311	73.5	1491	83.6
AMHR2	ENST00000257863	11	0		0		0		1942	0	0.0	0	0.0	0	0.0
AMIGO2	ENST00000550413	1	0		0		1	3	1589	0	0.0	0	0.0	1589	100.0
AMMECR1	ENST00000262844	6	0		4	1,2,4,5	5	1,2,3,4,5	1122	0	0.0	852	75.9	987	88.0
AMN	ENST00000299155	12	1	10	2	6,10	2	6,10	1602	183	11.4	341	21.3	341	21.3
AMOTL1	ENST00000433060	13	0		0		5	2,3,7,9,12	3131	0	0.0	0	0.0	1785	57.0
AMPD1	ENST00000520113	16	0		0		1	10	2564	0	0.0	0	0.0	184	7.2
AMPD2	ENST00000528667	18	1	14	1	14	1	14	2838	147	5.2	147	5.2	147	5.2
AMPD3	ENST00000396553	14	0		0		0		2584	0	0.0	0	0.0	0	0.0
AMT	ENST00000273588	9	0		0		0		1392	0	0.0	0	0.0	0	0.0
AMTN	ENST00000339336	8	0		1	3	1	3	790	0	0.0	104	13.2	104	13.2
AMZ1	ENST00000683327	6	0		2	5,7	2	5,7	1617	0	0.0	759	46.9	759	46.9
ANAPC1	ENST00000341068	47	0		1	15	2	15,19	6775	0	0.0	161	2.4	450	6.6
ANAPC7	ENST00000455511	11	0		0		2	2,10	1918	0	0.0	0	0.0	378	19.7
ANG	ENST00000397990	1	0		0		0		464	0	0.0	0	0.0	0	0.0
ANGPT1	ENST00000517746	9	0		0		4	1,4,6,9	1677	0	0.0	0	0.0	873	52.1
ANGPT2	ENST00000629816	9	0		1	4	3	1,4,7	1668	0	0.0	253	15.2	748	44.8
ANGPTL3	ENST00000371129	7	0		1	1	1	1	1523	0	0.0	515	33.8	515	33.8
ANGPTL4	ENST00000301455	7	0		0		0		1361	0	0.0	0	0.0	0	0.0
ANGPTL6	ENST00000253109	5	1	2	1	2	1	2	1513	602	39.8	602	39.8	602	39.8
ANGPTL8	ENST00000252453	4	0		0		0		677	0	0.0	0	0.0	0	0.0
ANK1	ENST00000289734	42	1	16	1	16	2	16,38	6483	119	1.8	119	1.8	698	10.8
ANK2	ENST00000357077	46	0		0		0		12794	0	0.0	0	0.0	0	0.0
ANK3	ENST00000280772	43	1	5	4	5,25,32,42	10	5,6,9,19,25,27,30,32,40,42	13994	119	0.9	890	6.4	1971	14.1
ANKDD1B	ENST00000601380	14	4	1,12,13,14	5	1,10,12,13,14	7	1,3,9,10,12,13,14	1867	669	35.8	788	42.2	1026	55.0
ANKFY1	ENST00000341657	25	0		1	22	3	10,15,22	4010	0	0.0	145	3.6	554	13.8
ANKH	ENST00000284268	12	0		0		0		1719	0	0.0	0	0.0	0	0.0
ANKLE2	ENST00000357997	13	1	1	2	1,8	4	1,2,8,11	3077	201	6.5	394	12.8	1485	48.3
ANKRD1	ENST00000371697	9	0		0		0		1140	0	0.0	0	0.0	0	0.0
ANKRD11	ENST00000301030	11	0		0		0		8212	0	0.0	0	0.0	0	0.0
ANKRD16	ENST00000380094	7	1	1	1	1	1	1	1226	334	27.2	334	27.2	334	27.2
ANKRD17	ENST00000358602	34	1	15	4	9,10,15,26	17	1,2,4,6,8,9,10,13,15,17,18,19,24,26,28,32,33	8492	773	9.1	1583	18.6	4166	49.1
ANKRD24	ENST00000318934	21	1	18	1	18	3	10,18,19	3861	1634	42.3	1634	42.3	2030	52.6
ANKRD26	ENST00000376087	34	0		1	31	1	31	5813	0	0.0	238	4.1	238	4.1
ANKRD30A	ENST00000361713	35	0		3	1,9,34	14	1,2,3,5,7,8,9,10,14,17,31,32,33,34	4894	0	0.0	1287	26.3	3189	65.2
ANKRD31	ENST00000506364	26	2	15,25	4	7,14,15,25	13	7,8,10,11,12,14,15,18,21,22,23,25,26	6313	283	4.5	2412	38.2	4855	76.9
ANKRD33B	ENST00000296657	4	1	1	2	1,4	2	1,4	1565	386	24.7	1254	80.1	1254	80.1
ANKRD36	ENST00000420699	75	0		0		6	3,5,12,34,52,56	7248	0	0.0	0	0.0	718	9.9
ANKRD54	ENST00000215941	8	0		1	1	1	1	1063	0	0.0	348	32.7	348	32.7
ANKS1A	ENST00000360359	24	2	1,8	2	1,8	5	1,4,8,11,18	3885	434	11.2	434	11.2	1504	38.7
ANKS1B	ENST00000683438	27	0		3	1,4,13	11	1,3,4,7,8,9,10,11,13,18,19	4398	0	0.0	1081	24.6	2414	54.9
ANKS3	ENST00000304283	15	0		0		0		2271	0	0.0	0	0.0	0	0.0
ANKS6	ENST00000353234	15	1	1	1	1	4	1,2,9,12	2916	379	13.0	379	13.0	1330	45.6
ANKZF1	ENST00000323348	13	0		0		1	8	2441	0	0.0	0	0.0	249	10.2
ANLN	ENST00000265748	24	0		1	6	10	2,3,4,6,8,11,13,14,20,23	3855	0	0.0	211	5.5	2118	54.9
ANO1	ENST00000355303	26	1	2	1	2	1	2	3481	353	10.1	353	10.1	353	10.1
ANO10	ENST00000292246	12	0		0		0		2223	0	0.0	0	0.0	0	0.0
ANO3	ENST00000256737	27	0		1	23	10	2,4,5,8,11,15,22,23,24,26	3486	0	0.0	173	5.0	1551	44.5
ANO4	ENST00000392977	26	0		2	26,27	7	3,22,23,24,25,26,27	3388	0	0.0	338	10.0	1107	32.7
ANO5	ENST00000324559	22	0		0		0		3182	0	0.0	0	0.0	0	0.0
ANO6	ENST00000320560	20	0		0		0		3133	0	0.0	0	0.0	0	0.0
ANO7	ENST00000674324	24	0		1	13	3	13,19,21	3120	0	0.0	158	5.1	487	15.6
ANOS1	ENST00000262648	14	1	1	1	1	1	1	2323	227	9.8	227	9.8	227	9.8
ANTXR1	ENST00000303714	18	0		0		1	18	2055	0	0.0	0	0.0	281	13.7
ANTXR2	ENST00000403729	17	0		0		0		1807	0	0.0	0	0.0	0	0.0
ANXA11	ENST00000422982	14	0		0		2	4,5	1798	0	0.0	0	0.0	546	30.4
ANXA5	ENST00000296511	12	0		1	2	2	2,5	1203	0	0.0	29	2.4	163	13.5
ANXA6	ENST00000354546	25	0		0		1	25	2522	0	0.0	0	0.0	143	5.7
AOC1	ENST00000360937	4	0		0		3	2,3,4	2336	0	0.0	0	0.0	2049	87.7
AOPEP	ENST00000375315	15	1	12	1	12	2	2,12	2760	83	3.0	83	3.0	900	32.6
AOX1	ENST00000374700	35	0		1	22	7	10,11,14,17,22,25,33	4717	0	0.0	154	3.3	1255	26.6
AP1B1	ENST00000357586	22	0		0		1	14	3290	0	0.0	0	0.0	222	6.7
AP1G1	ENST00000299980	22	0		0		3	5,9,15	2909	0	0.0	0	0.0	346	11.9
AP1S1	ENST00000337619	5	0		0		1	2	577	0	0.0	0	0.0	199	34.5
AP1S2	ENST00000672987	5	0		0		1	5	583	0	0.0	0	0.0	29	5.0
AP1S3	ENST00000396654	5	1	1	1	1	3	1,2,4	565	23	4.1	23	4.1	380	67.3
AP2A2	ENST00000448903	22	3	12,17,21	18	2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,21	22	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	3260	383	11.7	2798	85.8	3260	100.0
AP2M1	ENST00000292807	11	0		0		0		1528	0	0.0	0	0.0	0	0.0
AP2S1	ENST00000263270	5	0		0		0		529	0	0.0	0	0.0	0	0.0
AP3B1	ENST00000255194	27	0		0		1	16	3825	0	0.0	0	0.0	207	5.4
AP3B2	ENST00000535359	27	0		1	1	2	1,8	3846	0	0.0	133	3.5	437	11.4
AP3D1	ENST00000643116	32	0		1	23	2	17,23	4288	0	0.0	98	2.3	260	6.1
AP4B1	ENST00000369569	10	0		0		1	5	2420	0	0.0	0	0.0	517	21.4
AP4E1	ENST00000261842	21	0		1	19	3	1,6,19	3834	0	0.0	211	5.5	561	14.6
AP4M1	ENST00000359593	15	0		0		0		1662	0	0.0	0	0.0	0	0.0
AP4S1	ENST00000542754	5	0		0		0		535	0	0.0	0	0.0	0	0.0
AP5B1	ENST00000532090	2	0		0		2	1,2	2677	0	0.0	0	0.0	2677	100.0
AP5Z1	ENST00000649063	17	0		0		2	3,17	2764	0	0.0	0	0.0	498	18.0
APAF1	ENST00000551964	26	0		0		0		4267	0	0.0	0	0.0	0	0.0
APBA2	ENST00000683413	12	0		0		2	7,8	2490	0	0.0	0	0.0	222	8.9
APBA3	ENST00000316757	10	0		1	8	1	8	1928	0	0.0	233	12.1	233	12.1
APBB1	ENST00000609360	14	0		4	2,3,6,9	5	2,3,6,9,15	2413	0	0.0	1047	43.4	1235	51.2
APC	ENST00000257430	15	0		0		0		8832	0	0.0	0	0.0	0	0.0
APC2	ENST00000590469	14	1	15	1	15	2	13,15	7192	5079	70.6	5079	70.6	5216	72.5
APCDD1	ENST00000355285	5	0		0		0		1645	0	0.0	0	0.0	0	0.0
APCS	ENST00000255040	2	0		0		1	2	712	0	0.0	0	0.0	628	88.2
APEX1	ENST00000216714	4	0		0		0		1037	0	0.0	0	0.0	0	0.0
APH1A	ENST00000369109	7	0		0		0		938	0	0.0	0	0.0	0	0.0
APH1B	ENST00000261879	6	0		0		1	2	894	0	0.0	0	0.0	191	21.4
APOA1	ENST00000236850	3	0		0		0		864	0	0.0	0	0.0	0	0.0
APOA2	ENST00000367990	3	0		0		0		363	0	0.0	0	0.0	0	0.0
APOA4	ENST00000357780	3	0		0		0		1251	0	0.0	0	0.0	0	0.0
APOA5	ENST00000227665	3	0		0		0		1161	0	0.0	0	0.0	0	0.0
APOB	ENST00000233242	29	1	1	1	1	2	1,29	14272	102	0.7	102	0.7	1727	12.1
APOC2	ENST00000252490	3	0		0		0		366	0	0.0	0	0.0	0	0.0
APOC3	ENST00000227667	3	0		0		0		360	0	0.0	0	0.0	0	0.0
APOC4	ENST00000592954	3	0		0		0		444	0	0.0	0	0.0	0	0.0
APOE	ENST00000252486	3	0		0		1	4	1014	0	0.0	0	0.0	738	72.8
APOL1	ENST00000397278	5	0		0		0		1297	0	0.0	0	0.0	0	0.0
APOL2	ENST00000358502	3	0		0		0		1074	0	0.0	0	0.0	0	0.0
APOL4	ENST00000683024	4	0		1	4	1	4	1127	0	0.0	858	76.1	858	76.1
APOLD1	ENST00000356591	2	1	2	1	2	1	2	787	764	97.1	764	97.1	764	97.1
APOO	ENST00000379226	8	0		0		3	2,4,7	757	0	0.0	0	0.0	304	40.2
APP	ENST00000346798	18	0		0		0		2673	0	0.0	0	0.0	0	0.0
APPL1	ENST00000288266	22	1	8	1	8	5	8,10,11,15,19	2570	167	6.5	167	6.5	925	36.0
APRT	ENST00000378364	5	0		0		0		643	0	0.0	0	0.0	0	0.0
APTX	ENST00000379817	7	0		0		0		1169	0	0.0	0	0.0	0	0.0
AQP1	ENST00000311813	4	0		0		0		890	0	0.0	0	0.0	0	0.0
AQP2	ENST00000199280	4	0		0		0		896	0	0.0	0	0.0	0	0.0
AQP3	ENST00000297991	6	0		0		0		999	0	0.0	0	0.0	0	0.0
AQP4	ENST00000383168	5	0		0		0		1072	0	0.0	0	0.0	0	0.0
AQP5	ENST00000293599	4	0		0		1	1	878	0	0.0	0	0.0	383	43.6
AQP7	ENST00000297988	7	0		0		0		1169	0	0.0	0	0.0	0	0.0
AR	ENST00000374690	8	0		1	1	1	1	2923	0	0.0	1636	56.0	1636	56.0
ARAF	ENST00000377045	15	1	2	2	2,7	4	2,7,9,11	2121	116	5.5	278	13.1	641	30.2
ARAP3	ENST00000239440	32	0		2	17,33	4	13,17,19,33	5275	0	0.0	746	14.1	1086	20.6
ARCN1	ENST00000264028	10	0		0		2	2,5	1736	0	0.0	0	0.0	469	27.0
AREL1	ENST00000356357	18	0		0		4	5,8,9,14	2832	0	0.0	0	0.0	824	29.1
ARF1	ENST00000272102	4	0		0		0		626	0	0.0	0	0.0	0	0.0
ARF3	ENST00000256682	4	0		0		0		626	0	0.0	0	0.0	0	0.0
ARFGEF1	ENST00000262215	39	1	21	4	12,18,21,38	20	3,5,6,7,8,10,12,13,15,18,20,21,22,25,27,28,29,31,34,38	6330	179	2.8	669	10.6	3530	55.8
ARFGEF2	ENST00000371917	39	0		0		1	6	6138	0	0.0	0	0.0	255	4.2
ARFGEF3	ENST00000251691	34	1	19	2	19,33	5	10,12,19,33,34	7214	341	4.7	1580	21.9	3077	42.7
ARG1	ENST00000368087	8	0		0		1	8	1129	0	0.0	0	0.0	187	16.6
ARGLU1	ENST00000400198	4	0		0		1	2	902	0	0.0	0	0.0	246	27.3
ARHGAP19	ENST00000358531	12	0		0		1	8	1725	0	0.0	0	0.0	212	12.3
ARHGAP21	ENST00000396432	25	0		0		6	3,7,10,14,18,22	6377	0	0.0	0	0.0	1081	17.0
ARHGAP24	ENST00000395184	9	0		0		1	9	2427	0	0.0	0	0.0	1095	45.1
ARHGAP26	ENST00000645722	23	1	19	1	19	3	1,8,19	2740	159	5.8	159	5.8	483	17.6
ARHGAP29	ENST00000260526	22	0		0		8	3,7,9,14,18,20,21,23	4226	0	0.0	0	0.0	2300	54.4
ARHGAP31	ENST00000264245	12	0		1	11	1	11	4575	0	0.0	301	6.6	301	6.6
ARHGAP32	ENST00000682385	23	1	17	1	17	7	2,7,9,16,17,18,22	6766	166	2.5	166	2.5	1940	28.7
ARHGAP33	ENST00000007510	21	0		0		1	20	4284	0	0.0	0	0.0	680	15.9
ARHGAP35	ENST00000672722	6	0		0		0		4620	0	0.0	0	0.0	0	0.0
ARHGAP39	ENST00000377307	11	1	2	1	2	5	2,3,5,6,10	3565	100	2.8	100	2.8	2629	73.7
ARHGAP4	ENST00000350060	22	1	22	1	22	4	5,12,19,22	3281	254	7.7	254	7.7	784	23.9
ARHGAP42	ENST00000298815	24	0		1	20	9	2,5,8,9,10,15,18,19,20	3105	0	0.0	401	12.9	1490	48.0
ARHGDIA	ENST00000269321	5	0		1	3	2	2,3	715	0	0.0	104	14.5	314	43.9
ARHGEF1	ENST00000354532	27	1	13	1	13	3	7,9,13	3279	126	3.8	126	3.8	513	15.6
ARHGEF10	ENST00000349830	28	0		0		4	3,11,25,29	4595	0	0.0	0	0.0	1016	22.1
ARHGEF15	ENST00000361926	15	0		2	4,12	3	3,4,12	2826	0	0.0	256	9.1	609	21.5
ARHGEF18	ENST00000668164	28	9	2,3,4,5,6,7,8,9,10	10	2,3,4,5,6,7,8,9,10,27	12	2,3,4,5,6,7,8,9,10,21,26,27	4646	1147	24.7	1474	31.7	2168	46.7
ARHGEF2	ENST00000361247	22	0		1	20	1	20	3401	0	0.0	464	13.6	464	13.6
ARHGEF28	ENST00000513042	35	0		0		10	5,11,13,22,24,25,27,29,35,36	5818	0	0.0	0	0.0	2231	38.3
ARHGEF38	ENST00000420470	14	0		4	2,4,5,6	11	1,2,4,5,6,7,9,10,11,12,14	2614	0	0.0	634	24.3	2065	79.0
ARHGEF40	ENST00000298694	23	0		3	1,3,10	5	1,3,10,15,22	5020	0	0.0	1428	28.4	1834	36.5
ARHGEF6	ENST00000250617	22	0		1	1	2	1,10	2771	0	0.0	185	6.7	344	12.4
ARHGEF7	ENST00000646102	22	0		0		2	1,8	3029	0	0.0	0	0.0	301	9.9
ARHGEF9	ENST00000671741	10	0		0		2	3,4	1772	0	0.0	0	0.0	412	23.3
ARID1A	ENST00000324856	20	1	1	3	1,15,18	6	1,8,9,14,15,18	7258	1157	15.9	2240	30.9	2935	40.4
ARID1B	ENST00000636930	20	2	1,6	4	1,6,14,18	10	1,2,5,6,7,8,13,14,15,18	7519	1921	25.5	2884	38.4	4329	57.6
ARID2	ENST00000334344	21	0		1	16	6	4,11,14,16,17,20	5928	0	0.0	169	2.9	999	16.9
ARIH1	ENST00000379887	14	0		1	1	4	1,3,12,13	1954	0	0.0	395	20.2	974	49.8
ARL11	ENST00000282026	1	0		0		0		611	0	0.0	0	0.0	0	0.0
ARL13B	ENST00000394222	10	0		0		0		1487	0	0.0	0	0.0	0	0.0
ARL14EP	ENST00000282032	3	0		0		1	2	843	0	0.0	0	0.0	446	52.9
ARL2	ENST00000246747	5	0		0		0		655	0	0.0	0	0.0	0	0.0
ARL2BP	ENST00000219204	6	1	3	1	3	1	3	612	127	20.8	127	20.8	127	20.8
ARL3	ENST00000260746	6	1	1	1	1	2	1,5	669	23	3.4	23	3.4	229	34.2
ARL6	ENST00000463745	7	0		0		0		701	0	0.0	0	0.0	0	0.0
ARL6IP1	ENST00000304414	6	0		0		0		732	0	0.0	0	0.0	0	0.0
ARL6IP6	ENST00000326446	4	0		1	1	1	1	761	0	0.0	420	55.2	420	55.2
ARMC12	ENST00000373866	6	0		1	6	2	4,6	1143	0	0.0	353	30.9	547	47.9
ARMC2	ENST00000392644	17	0		0		4	8,10,11,13	2944	0	0.0	0	0.0	945	32.1
ARMC5	ENST00000268314	6	0		1	4	1	4	2928	0	0.0	514	17.6	514	17.6
ARMC9	ENST00000611582	24	2	17,25	2	17,25	4	8,17,22,25	2937	138	4.7	138	4.7	473	16.1
ARMS2	ENST00000528446	2	0		0		0		364	0	0.0	0	0.0	0	0.0
ARNT2	ENST00000303329	19	0		2	1,19	3	1,14,19	2534	0	0.0	170	6.7	314	12.4
ARPC1B	ENST00000646101	9	0		0		1	8	1299	0	0.0	0	0.0	226	17.4
ARPC3	ENST00000228825	7	0		0		0		677	0	0.0	0	0.0	0	0.0
ARPC4	ENST00000397261	6	0		0		0		627	0	0.0	0	0.0	0	0.0
ARPC5	ENST00000359856	4	0		0		1	3	536	0	0.0	0	0.0	197	36.8
ARPP21	ENST00000684406	19	0		0		3	11,14,18	2924	0	0.0	0	0.0	653	22.3
ARR3	ENST00000307959	16	0		1	8	2	8,9	1487	0	0.0	88	5.9	244	16.4
ARRB2	ENST00000269260	15	1	1	1	1	2	1,14	1530	43	2.8	43	2.8	118	7.7
ARSA	ENST00000216124	8	0		0		0		1690	0	0.0	0	0.0	0	0.0
ARSB	ENST00000264914	8	0		1	1	1	1	1762	0	0.0	332	18.8	332	18.8
ARSG	ENST00000621439	11	1	2	1	2	3	2,7,12	1798	238	13.2	238	13.2	750	41.7
ARSH	ENST00000381130	9	0		3	4,6,9	7	1,2,4,5,6,8,9	1869	0	0.0	987	52.8	1540	82.4
ARSI	ENST00000328668	2	0		1	1	1	1	1750	0	0.0	331	18.9	331	18.9
ARSK	ENST00000380009	8	0		1	8	4	3,4,5,8	1771	0	0.0	310	17.5	985	55.6
ARSL	ENST00000381134	10	0		0		1	11	1970	0	0.0	0	0.0	379	19.2
ART4	ENST00000228936	3	0		1	2	2	2,3	1005	0	0.0	729	72.5	841	83.7
ARTN	ENST00000372359	3	1	5	1	5	2	4,5	723	484	66.9	484	66.9	643	88.9
ARV1	ENST00000310256	5	0		0		1	2	916	0	0.0	0	0.0	140	15.3
ARX	ENST00000379044	5	1	2	2	2,4	3	2,4,5	1789	897	50.1	1246	69.6	1507	84.2
ASAH1	ENST00000637790	14	0		0		0		1468	0	0.0	0	0.0	0	0.0
ASB10	ENST00000420175	5	0		2	3,5	2	3,5	1504	0	0.0	746	49.6	746	49.6
ASB11	ENST00000480796	7	0		3	1,2,5	4	1,2,5,6	1112	0	0.0	456	41.0	668	60.1
ASB17	ENST00000284142	3	0		1	2	3	1,2,3	948	0	0.0	300	31.6	948	100.0
ASCC1	ENST00000672957	9	0		0		0		1254	0	0.0	0	0.0	0	0.0
ASCC3	ENST00000369162	41	0		0		0		7429	0	0.0	0	0.0	0	0.0
ASCL1	ENST00000266744	1	0		1	1	1	1	731	0	0.0	731	100.0	731	100.0
ASGR2	ENST00000691900	8	0		0		0		1081	0	0.0	0	0.0	0	0.0
ASH1L	ENST00000392403	27	1	8	3	6,8,13	10	2,5,6,8,13,16,17,19,24,27	9435	94	1.0	423	4.5	2644	28.0
ASIP	ENST00000374954	3	0		0		0		459	0	0.0	0	0.0	0	0.0
ASL	ENST00000304874	16	0		0		0		1715	0	0.0	0	0.0	0	0.0
ASNS	ENST00000394308	11	1	12	1	12	3	4,5,12	1906	176	9.2	176	9.2	640	33.6
ASPA	ENST00000263080	6	0		0		0		1062	0	0.0	0	0.0	0	0.0
ASPH	ENST00000379454	25	1	2	1	2	2	2,6	2777	170	6.1	170	6.1	319	11.5
ASPM	ENST00000367409	28	0		0		1	23	10994	0	0.0	0	0.0	212	1.9
ASPN	NM_017680.6	7	0		0		0		1283	0	0.0	0	0.0	0	0.0
ASPRV1	ENST00000320256	1	0		0		0		800	0	0.0	0	0.0	0	0.0
ASPSCR1	ENST00000306739	16	1	1	3	1,7,15	3	1,7,15	1982	122	6.2	762	38.4	762	38.4
ASRGL1	ENST00000415229	6	1	2	1	2	2	2,4	1047	210	20.1	210	20.1	388	37.1
ASS1	ENST00000352480	14	0		0		0		1519	0	0.0	0	0.0	0	0.0
ASTE1	ENST00000264992	4	0		1	6	1	6	2120	0	0.0	351	16.6	351	16.6
ASTL	ENST00000342380	9	0		1	9	1	9	1476	0	0.0	442	29.9	442	29.9
ASTN1	ENST00000361833	23	0		0		4	2,13,21,22	4345	0	0.0	0	0.0	748	17.2
ASTN2	ENST00000313400	23	1	1	2	1,3	6	1,2,3,6,7,19	4480	462	10.3	867	19.4	1599	35.7
ASXL1	ENST00000375687	13	0		0		1	1	4886	0	0.0	0	0.0	77	1.6
ASXL2	ENST00000435504	13	0		1	11	4	7,8,11,12	4568	0	0.0	126	2.8	1175	25.7
ASXL3	ENST00000269197	12	0		0		5	1,6,7,8,10	6987	0	0.0	0	0.0	662	9.5
ASZ1	ENST00000284629	13	0		0		2	12,13	1688	0	0.0	0	0.0	307	18.2
ATAD1	ENST00000680024	9	0		0		3	2,6,9	1266	0	0.0	0	0.0	463	36.6
ATAD2B	ENST00000238789	28	1	26	3	23,25,26	15	4,5,6,12,14,16,17,19,20,21,22,23,25,26,27	4937	148	3.0	995	20.2	3192	64.7
ATAD3A	ENST00000378756	16	1	1	1	1	1	1	2081	225	10.8	225	10.8	225	10.8
ATAD3B	ENST00000673477	16	1	1	2	1,16	2	1,16	2267	225	9.9	578	25.5	578	25.5
ATAD3C	ENST00000378785	12	0		0		1	7	1476	0	0.0	0	0.0	145	9.8
ATAT1	ENST00000376485	13	9	1,2,3,5,6,9,10,11,13	13	1,2,3,4,5,6,7,8,9,10,11,12,13	13	1,2,3,4,5,6,7,8,9,10,11,12,13	1526	1227	80.4	1526	100.0	1526	100.0
ATCAY	ENST00000450849	12	0		0		1	4	1356	0	0.0	0	0.0	242	17.8
ATF6	ENST00000367942	16	0		0		4	5,8,9,14	2333	0	0.0	0	0.0	603	25.8
ATG12	ENST00000509910	4	0		0		0		503	0	0.0	0	0.0	0	0.0
ATG16L1	ENST00000392017	18	1	15	1	15	1	15	2184	170	7.8	170	7.8	170	7.8
ATG16L2	ENST00000321297	18	0		1	1	2	1,5	2220	0	0.0	138	6.2	410	18.5
ATG2A	ENST00000377264	41	1	19	2	19,35	3	6,19,35	6637	205	3.1	361	5.4	480	7.2
ATG3	ENST00000283290	12	1	4	1	4	4	4,9,11,12	1185	91	7.7	91	7.7	458	38.6
ATG4A	ENST00000372232	13	1	3	3	3,8,10	7	2,3,6,8,10,11,12	1457	92	6.3	466	32.0	896	61.5
